title,link,content,content_source
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,Title: Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,title_only
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,Title: Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,title_only
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,Title: Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,title_only
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,"Title: In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",title_only
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,Title: 37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,title_only
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,Title: Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,title_only
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,Title: Immunization induces inflammation in the mouse heart during spaceflight.,title_only
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,Title: Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,title_only
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,Title: Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,title_only
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,Title: NASA open science data repository: Open science for life in space.,title_only
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,Title: Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,title_only
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Title: Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,title_only
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Title: Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,title_only
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Title: To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,title_only
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Title: Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,title_only
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Title: Celebrating 30 years of access to NASA space life sciences data.,title_only
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Title: Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,title_only
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,Title: Spaceflight alters host-gut microbiota interactions.,title_only
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,Title: Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,title_only
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,Title: Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,title_only
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,Title: Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,title_only
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,Title: Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,title_only
